X,MajorityProteinIDs,ProteinNames,GeneID,Intensity.T2.1,Intensity.T2.1NK,Intensity.T2.2,Intensity.T2.2NK,Intensity.T2.3,Intensity.T2.3NK,logFC_RNFT2.CTRL,pvalue_RNFT2.CTRL,adjpval_RNFT2.CTRL
464,P26373,60S ribosomal protein L13,RPL13,18.46992279,19.0438828,18.87775958,19.59291398,13.79020335,19.15915766,-2.219356239,0.194219467,0.211566565
465,Q969Z3;Q5VT66,Mitochondrial amidoxime reducing component 2;Mitochondrial amidoxime-reducing component 1,MARC2;MARC1,19.74709853,13.79020335,19.74429354,13.79020335,13.79020335,13.79020335,3.970328457,0.077661157,0.093221303
466,Q9H6H4,Receptor expression-enhancing protein 4,REEP4,19.30624192,13.79020335,19.03737726,13.79020335,19.19517361,13.79020335,5.389394244,7.25e-08,3.09e-07
467,P78318,Immunoglobulin-binding protein 1,IGBP1,19.12079607,13.79020335,19.25498434,13.79020335,19.10883603,13.79020335,5.371335462,3.41e-08,1.69e-07
468,P63104,14-3-3 protein zeta/delta,YWHAZ,13.79020335,13.79020335,19.37265396,13.79020335,18.5709763,20.9368136,1.072204434,0.703354626,0.718368764
469,Q8NDV7,Trinucleotide repeat-containing gene 6A protein,TNRC6A,19.46823897,13.79020335,13.79020335,13.79020335,20.07113208,13.79020335,3.98632145,0.078479171,0.093221303
470,P62263,40S ribosomal protein S14,RPS14,18.12693914,18.96758069,18.48800839,18.89004824,18.39973169,19.22950972,-0.690819808,0.007370746,0.010491085
471,P29317;P54762;P54764;P54760;Q15375;P54753;Q9UF33;P29323,Ephrin type-A receptor 2;Ephrin type-B receptor 1;Ephrin type-A receptor 4;Ephrin type-B receptor 4;Ephrin type-A receptor 7;Ephrin type-B receptor 3;Ephrin type-A receptor 6;Ephrin type-B receptor 2,EPHA2;EPHB1;EPHA4;EPHB4;EPHA7;EPHB3;EPHA6;EPHB2,17.40819606,13.79020335,17.40862836,13.79020335,20.48431924,13.79020335,4.643511203,0.004185538,0.006082721
472,P28290,Sperm-specific antigen 2,ITPRID2,19.08895954,13.79020335,19.34294678,13.79020335,18.89775541,13.79020335,5.319683895,2.97e-07,8.88e-07
473,Q96L93,Kinesin-like protein KIF16B,KIF16B,18.67708101,13.79020335,19.59420527,13.79020335,18.88389743,13.79020335,5.261524553,6.41e-06,1.29e-05
474,Q14C86,GTPase-activating protein and VPS9 domain-containing protein 1,GAPVD1,18.49565659,13.79020335,18.36351338,13.79020335,19.92150742,13.79020335,5.136689113,0.000103647,0.000176144
475,Q9HCE9,Anoctamin-8,ANO8,19.39304665,13.79020335,19.05151567,13.79020335,18.70891143,13.79020335,5.260954569,1.51e-06,3.57e-06
476,O43491,Band 4.1-like protein 2,EPB41L2,18.85826839,13.79020335,19.1194436,13.79020335,19.14274875,13.79020335,5.249950232,1.17e-07,4.43e-07
477,Q53GG5,PDZ and LIM domain protein 3,PDLIM3,18.01480992,13.79020335,19.34988687,13.79020335,19.29663103,13.79020335,5.096905927,5.8e-05,0.000102563
478,Q86TB9,Protein PAT1 homolog 1,PATL1,19.461782,13.79020335,13.79020335,13.79020335,19.80949784,13.79020335,3.896957712,0.077955268,0.093221303
479,Q13162,Peroxiredoxin-4,PRDX4,19.99618139,13.79020335,18.34910308,13.79020335,17.82059396,13.79020335,4.931756125,0.000441237,0.000701917
480,Q9NRG9,Aladin,AAAS,18.9491226,13.79020335,19.11590974,13.79020335,18.89419559,13.79020335,5.196205963,6.46e-08,2.91e-07
481,Q9H307,Pinin,PNN,19.23825151,13.79020335,16.93467494,13.79020335,19.75779963,13.79020335,4.85337201,0.001678772,0.002534457
482,P60468,Protein transport protein Sec61 subunit beta,SEC61B,19.030102,19.15344668,13.79020335,18.73136997,18.69612329,18.22606533,-1.531484443,0.367515734,0.389428938
483,Q9C0B5,Palmitoyltransferase ZDHHC5,ZDHHC5,19.15440792,13.79020335,18.02141395,13.79020335,19.45164166,13.79020335,5.085617825,5.82e-05,0.000102624
484,Q96J84,Kin of IRRE-like protein 1,KIRREL1,18.70736608,13.79020335,18.67656779,13.79020335,19.32295652,13.79020335,5.112093448,2.25e-06,5.05e-06
485,Q9P2W9,Syntaxin-18,STX18,19.08307781,13.79020335,18.75233832,13.79020335,18.91891302,13.79020335,5.127906369,1.48e-07,5.26e-07
486,Q07960,Rho GTPase-activating protein 1,ARHGAP1,19.2205971,13.79020335,18.8035604,13.79020335,18.65235437,13.79020335,5.101967271,9.72e-07,2.48e-06
487,Q9ULV4,Coronin-1C,CORO1C,18.42139056,13.79020335,18.84262386,18.27476868,18.26616739,17.5159056,1.983101392,0.176691511,0.193489647
488,Q96K37,Solute carrier family 35 member E1,SLC35E1,19.33032789,13.79020335,19.53259666,13.79020335,13.79020335,13.79020335,3.760839283,0.077791173,0.093221303
489,Q14847,LIM and SH3 domain protein 1,LASP1,18.89206422,13.79020335,19.38908969,13.79020335,17.99033624,13.79020335,4.966960034,4.9e-05,8.7e-05
490,O95159,Zinc finger protein-like 1,ZFPL1,19.01718002,13.79020335,18.98404731,13.79020335,18.57478913,13.79020335,5.068468801,5.25e-07,1.45e-06
491,Q6P995,Protein FAM171B,FAM171B,19.3802407,13.79020335,13.79020335,13.79020335,19.6083796,13.79020335,3.802737867,0.077810882,0.093221303
492,P11586,"C-1-tetrahydrofolate synthase, cytoplasmic;Methylenetetrahydrofolate dehydrogenase;Methenyltetrahydrofolate cyclohydrolase;Formyltetrahydrofolate synthetase;C-1-tetrahydrofolate synthase, cytoplasmic, N-terminally processed",MTHFD1,18.04672323,18.66949149,18.36988518,18.11585762,18.23824654,18.2005431,-0.110345758,0.595779745,0.616597341
493,Q07666,"KH domain-containing, RNA-binding, signal transduction-associated protein 1",KHDRBS1,16.50307364,17.16898668,17.43276337,19.63310411,17.12731677,18.22014157,-1.31969286,0.115758774,0.129499923
494,P40227,T-complex protein 1 subunit zeta,CCT6A,18.92770967,13.79020335,18.89673598,16.88661044,18.11262825,13.79020335,3.823352252,0.010859373,0.015077077
495,P61221,ATP-binding cassette sub-family E member 1,ABCE1,18.80638754,17.12556373,18.66598231,13.79020335,18.79839201,13.79020335,3.854930481,0.012414266,0.017008092
496,Q9BV40,Vesicle-associated membrane protein 8,VAMP8,18.49140774,13.79020335,18.40920919,13.79020335,19.31423629,13.79020335,4.948081059,1.03e-05,1.99e-05
497,Q00341,Vigilin,HDLBP,20.20960092,13.79020335,16.7502213,13.79020335,16.25035429,13.79020335,3.946522156,0.017340084,0.023652483
498,Q9NW15,Anoctamin-10,ANO10,19.13783418,13.79020335,19.4310244,13.79020335,13.79020335,13.79020335,3.662817293,0.077931062,0.093221303
499,Q9UMX0;Q9NRR5,Ubiquilin-1;Ubiquilin-4,UBQLN1;UBQLN4,19.7542861,13.79020335,13.79020335,13.79020335,18.865561,13.79020335,3.679813464,0.079789327,0.093507678
500,Q96AB3,"Isochorismatase domain-containing protein 2, mitochondrial",ISOC2,18.02216012,19.52140649,13.79020335,18.74857798,17.98239406,19.16968615,-2.548304363,0.104126211,0.117543564
501,Q9H5V9,UPF0428 protein CXorf56,STEEP1,19.11749804,13.79020335,13.79020335,13.79020335,19.57329452,13.79020335,3.703461952,0.078238426,0.093221303
502,P49411,"Elongation factor Tu, mitochondrial",TUFM,18.17681151,19.17758732,18.21594787,18.54716696,13.79020335,18.92557041,-2.155787319,0.167697751,0.184615931
503,Q5T5P2,Sickle tail protein homolog,KIAA1217,18.4857383,13.79020335,18.49118743,13.79020335,19.11527371,13.79020335,4.90719646,2.67e-06,5.85e-06
504,Q15006,ER membrane protein complex subunit 2,EMC2,18.5837584,13.79020335,19.11518346,13.79020335,18.19077762,13.79020335,4.839703142,8.22e-06,1.61e-05
505,Q96TC7,Regulator of microtubule dynamics protein 3,RMDN3,19.08652937,13.79020335,19.371997,13.79020335,13.79020335,13.79020335,3.626039892,0.077929074,0.093221303
506,Q6I9Y2,THO complex subunit 7 homolog,THOC7,18.4527181,13.79020335,18.32055774,13.79020335,19.19631418,13.79020335,4.866326656,8.64e-06,1.68e-05
507,Q8N5G2,Macoilin,MACO1,18.78035678,13.79020335,18.67911443,13.79020335,18.55701533,13.79020335,4.881958833,8.33e-08,3.45e-07
508,P37108,Signal recognition particle 14 kDa protein,SRP14,18.34765521,19.30055554,13.79020335,18.34703357,18.17576609,18.67754677,-2.003837081,0.203357549,0.220747636
509,Q13151,Heterogeneous nuclear ribonucleoprotein A0,HNRNPA0,17.00383918,13.79020335,16.26381242,19.58235577,17.45877978,17.90234356,-0.182823767,0.912503285,0.916925757
510,Q96H55,Unconventional myosin-XIX,MYO19,13.79020335,20.06989601,13.79020335,18.57041321,18.43686009,19.48084445,-4.034628962,0.039266194,0.050988669
511,Q9UBS9,SUN domain-containing ossification factor,SUCO,19.40420898,13.79020335,17.84376596,13.79020335,18.34908474,13.79020335,4.742149873,0.000104254,0.000176691
512,Q68DQ2,Very large A-kinase anchor protein,CRYBG3,19.276309,13.79020335,18.50686837,13.79020335,17.84324699,13.79020335,4.751938101,6.39e-05,0.000112208
513,Q9UPM8,AP-4 complex subunit epsilon-1,AP4E1,19.27804934,13.79020335,13.79020335,13.79020335,19.26458772,13.79020335,3.654076787,0.077703176,0.093221303
514,Q3MHD2,Protein LSM12 homolog,LSM12,18.11945272,18.46703431,18.21465775,17.04017942,17.95129353,18.42903598,0.116384767,0.800212385,0.810638605
515,Q9NRY6,Phospholipid scramblase 3,PLSCR3,18.84082229,13.79020335,18.50375835,13.79020335,18.51011258,13.79020335,4.828027725,3.04e-07,9e-07
516,P63151,Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform,PPP2R2A,13.79020335,20.04053747,13.79020335,19.25781112,13.79020335,20.37577403,-6.101170853,6.84e-06,1.37e-05
517,P62491;Q15907,Ras-related protein Rab-11A;Ras-related protein Rab-11B,RAB11A;RAB11B,18.50413241,13.79020335,18.37487195,13.79020335,18.90656309,13.79020335,4.804985798,1.04e-06,2.63e-06
518,Q8N697,Solute carrier family 15 member 4,SLC15A4,18.93051752,13.79020335,19.28961001,13.79020335,13.79020335,13.79020335,3.546573611,0.078086875,0.093221303
519,Q6PKG0,La-related protein 1,LARP1,19.68178436,15.60835396,17.64353478,13.79020335,16.9743417,15.77968668,3.040472281,0.022884425,0.030809767
520,Q9HAU0,Pleckstrin homology domain-containing family A member 5,PLEKHA5,18.38366523,13.79020335,18.3551394,13.79020335,18.89826073,13.79020335,4.755485101,1.59e-06,3.71e-06
521,Q9UJY5,ADP-ribosylation factor-binding protein GGA1,GGA1,13.79020335,13.79020335,18.81135487,13.79020335,19.30099716,13.79020335,3.510648442,0.078422599,0.093221303
522,O43143,Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15,DHX15,13.79020335,13.79020335,13.79020335,19.01678504,18.98938883,19.42758135,-1.888258068,0.441686023,0.463286183
523,P14635,G2/mitotic-specific cyclin-B1,CCNB1,13.79020335,13.79020335,18.79646968,13.79020335,19.28545803,13.79020335,3.500507001,0.078426481,0.093221303
524,P62424,60S ribosomal protein L7a,RPL7A,13.79020335,13.79020335,18.80996926,13.79020335,19.25377665,13.79020335,3.494446403,0.078306235,0.093221303
525,Q9HBH5,Retinol dehydrogenase 14,RDH14,18.65829706,13.79020335,18.7118272,13.79020335,17.94735321,13.79020335,4.648955807,6.97e-06,1.39e-05
526,P33552,Cyclin-dependent kinases regulatory subunit 2,CKS2,17.40318482,13.79020335,17.67683265,13.79020335,19.52683043,13.79020335,4.412079281,0.000800626,0.001241868
527,Q6NZ36,Fanconi anemia-associated protein of 20 kDa,FAAP20,18.14869734,13.79020335,19.11300919,13.79020335,17.7092224,13.79020335,4.533439628,8.05e-05,0.000138738
528,P22087,rRNA 2-O-methyltransferase fibrillarin,FBL,15.93040449,14.97407172,15.40537694,19.18049941,15.57333652,15.32479733,-0.85675017,0.515167234,0.53494828
529,Q66PJ3,ADP-ribosylation factor-like protein 6-interacting protein 4,ARL6IP4,17.31425118,19.21158122,17.78157122,18.16826822,13.79020335,18.94878741,-2.480870366,0.088246627,0.101085455
530,O15033,Apoptosis-resistant E3 ubiquitin protein ligase 1,AREL1,18.79422073,13.79020335,19.11182267,13.79020335,13.79020335,13.79020335,3.441878901,0.078042428,0.093221303
531,Q8TA86,Retinitis pigmentosa 9 protein,RP9,17.34770828,18.26225992,17.71932524,18.08324452,17.31017799,18.3069732,-0.758422046,0.004797423,0.006939529
532,Q96PK6,RNA-binding protein 14,RBM14,13.79020335,18.42327344,18.60177334,18.02430508,13.79020335,19.43378348,-3.233060653,0.083334621,0.09652539
533,O95070,Protein YIF1A,YIF1A,18.41332564,13.79020335,18.55717907,13.79020335,18.22244174,13.79020335,4.607445468,2.61e-07,8.07e-07
534,A0A2R8YDH4;Q9UDY2,Tight junction protein ZO-2,TJP2,18.31816379,13.79020335,18.54512573,13.79020335,18.28062601,13.79020335,4.591101826,1.81e-07,6.05e-07
535,Q70E73,Ras-associated and pleckstrin homology domains-containing protein 1,RAPH1,18.00941563,13.79020335,18.08195658,13.79020335,18.93438349,13.79020335,4.551715216,1.75e-05,3.27e-05
536,P60866,40S ribosomal protein S20,RPS20,13.79020335,13.79020335,13.79020335,19.77531581,13.79020335,20.26165634,-4.152188484,0.078133184,0.093221303
537,P50747,Biotin--protein ligase;Biotin--[methylmalonyl-CoA-carboxytransferase] ligase;Biotin--[propionyl-CoA-carboxylase [ATP-hydrolyzing]] ligase;Biotin--[methylcrotonoyl-CoA-carboxylase] ligase;Biotin--[acetyl-CoA-carboxylase] ligase,HLCS,13.79020335,16.45213573,13.79020335,19.55491782,13.79020335,19.57412885,-4.736857449,0.00404238,0.005888431
538,Q6NVV1;P40429,Putative 60S ribosomal protein L13a protein RPL13AP3;60S ribosomal protein L13a,RPL13AP3;RPL13A,17.86913694,17.67698056,17.407969,19.11709677,13.79020335,13.79020335,-0.505657127,0.795023702,0.806696154
539,Q5T8D3,Acyl-CoA-binding domain-containing protein 5,ACBD5,18.42107861,13.79020335,18.54763986,13.79020335,17.98103112,13.79020335,4.526379846,1.82e-06,4.15e-06
540,Q9BW60,Elongation of very long chain fatty acids protein 1,ELOVL1,18.43181344,13.79020335,18.41636861,13.79020335,17.97312196,13.79020335,4.483564653,1.17e-06,2.91e-06
541,O60493,Sorting nexin-3,SNX3,18.89848212,13.79020335,18.76667401,13.79020335,13.79020335,13.79020335,3.361583143,0.077807128,0.093221303
542,O43426,Synaptojanin-1,SYNJ1,18.32948611,13.79020335,17.95766572,13.79020335,18.51325655,13.79020335,4.476599443,1.6e-06,3.72e-06
543,P78344,Eukaryotic translation initiation factor 4 gamma 2,EIF4G2,18.39670831,13.79020335,17.65147724,13.79020335,18.60415972,13.79020335,4.427245072,1.78e-05,3.32e-05
544,O14617,AP-3 complex subunit delta-1,AP3D1,18.36168147,13.79020335,18.09465226,13.79020335,18.22822272,13.79020335,4.43798213,1.84e-07,6.11e-07
545,Q9BRK0,Receptor expression-enhancing protein 2,REEP2,18.37439016,13.79020335,18.16897205,13.79020335,18.05071944,13.79020335,4.407823865,3.04e-07,9e-07
546,Q99675,Cell growth regulator with RING finger domain protein 1,CGRRF1,18.97220991,13.79020335,18.1551831,13.79020335,16.41404661,13.79020335,4.056943189,0.002016324,0.003014792
547,Q6FIF0,AN1-type zinc finger protein 6,ZFAND6,18.5209093,13.79020335,18.86658912,13.79020335,13.79020335,13.79020335,3.269030576,0.078171251,0.093221303
548,Q9BT67,NEDD4 family-interacting protein 1,NDFIP1,17.93660983,13.79020335,17.90899273,13.79020335,18.5661108,13.79020335,4.347034435,5.4e-06,1.12e-05
549,Q13283,Ras GTPase-activating protein-binding protein 1,G3BP1,17.6044887,13.79020335,17.38379004,13.79020335,19.00923616,13.79020335,4.208968285,0.000292899,0.000474436
550,A0A2R8YFR7;A0A2R8YF49;Q12774,Rho guanine nucleotide exchange factor 5,ARHGEF5,16.95332924,13.79020335,18.46903831,13.79020335,18.36856483,13.79020335,4.140107445,0.000264526,0.000430721
551,P09874,Poly [ADP-ribose] polymerase 1,PARP1,13.79020335,13.79020335,13.79020335,19.61910211,13.79020335,16.47854037,-2.839078594,0.120934751,0.134564249
552,O43933,Peroxisome biogenesis factor 1,PEX1,17.41446984,13.79020335,19.17242318,13.79020335,13.79020335,13.79020335,3.002162107,0.090094545,0.103012512
553,P55011,Solute carrier family 12 member 2,SLC12A2,18.01159184,13.79020335,18.36447761,13.79020335,17.63054617,13.79020335,4.212001855,5.99e-06,1.22e-05
554,P57052,Splicing regulator RBM11,RBM11,18.40159533,13.79020335,17.90684285,13.79020335,17.77241407,13.79020335,4.236747401,3.84e-06,8.16e-06
555,Q2M2I8;Q9NSY1,AP2-associated protein kinase 1;BMP-2-inducible protein kinase,AAK1;BMP2K,18.45101557,13.79020335,13.79020335,13.79020335,18.85596191,13.79020335,3.242190261,0.078335246,0.093221303
556,A2RRP1,Neuroblastoma-amplified sequence,NBAS,13.79020335,13.79020335,18.52688915,13.79020335,18.54604514,13.79020335,3.164175863,0.07779463,0.093221303
557,Q7Z6J0,E3 ubiquitin-protein ligase SH3RF1,SH3RF1,18.21450244,13.79020335,18.70894935,13.79020335,13.79020335,13.79020335,3.114348363,0.078708446,0.093221303
558,Q9BTE3,Mini-chromosome maintenance complex-binding protein,MCMBP,17.44346438,18.95924711,13.79020335,17.71527053,13.79020335,18.94693769,-3.532528085,0.028967937,0.038418031
559,P15170;Q8IYD1,Eukaryotic peptide chain release factor GTP-binding subunit ERF3A;Eukaryotic peptide chain release factor GTP-binding subunit ERF3B,GSPT1;GSPT2,13.79020335,13.79020335,18.58956951,13.79020335,18.32612384,13.79020335,3.111762215,0.078062539,0.093221303
560,Q3B7T1,Erythroid differentiation-related factor 1,EDRF1,18.06195203,13.79020335,18.06720058,13.79020335,17.53212781,13.79020335,4.096890121,3.38e-06,7.29e-06
561,Q9NVR5,Protein kintoun,DNAAF2,18.05878528,13.79020335,17.81759526,13.79020335,17.82028028,13.79020335,4.10868359,2.91e-07,8.75e-07
562,Q01968,Inositol polyphosphate 5-phosphatase OCRL-1,OCRL,18.40678781,13.79020335,18.37092071,13.79020335,13.79020335,13.79020335,3.065767272,0.077821852,0.093221303
563,P50914,60S ribosomal protein L14,RPL14,18.12800383,16.89950748,15.4972364,16.88158782,15.90508605,18.21384433,-0.821537786,0.373305263,0.394890941
564,Q96JQ2,Calmin,CLMN,17.79649166,13.79020335,18.20738215,13.79020335,17.28554642,13.79020335,3.972936727,2.11e-05,3.87e-05
565,Q14CS0,UBX domain-containing protein 2B,UBXN2B,18.09715934,13.79020335,17.83433876,13.79020335,17.42680116,13.79020335,3.995896404,5.53e-06,1.14e-05
566,O95816,BAG family molecular chaperone regulator 2,BAG2,18.49382661,13.79020335,18.15144067,13.79020335,13.79020335,13.79020335,3.021620195,0.078288524,0.093221303
567,P47756,F-actin-capping protein subunit beta,CAPZB,18.22515898,13.79020335,17.74450135,17.21118519,13.79020335,13.79020335,1.656090597,0.356733649,0.37929629
568,P61758,Prefoldin subunit 3,VBP1,18.15974383,13.79020335,17.2994732,13.79020335,17.81408488,13.79020335,3.967563951,1.61e-05,3.03e-05
569,O00232,26S proteasome non-ATPase regulatory subunit 12,PSMD12,13.79020335,13.79020335,18.0458005,13.79020335,18.43714156,13.79020335,2.967511788,0.078466272,0.093221303
570,P33240,Cleavage stimulation factor subunit 2,CSTF2,17.8207692,13.79020335,17.54997555,13.79020335,17.44915227,13.79020335,3.816428993,9.57e-07,2.45e-06
571,Q9C0B0,RING finger protein unkempt homolog,UNK,17.07550378,13.79020335,17.44986547,14.46524108,18.07543844,13.79020335,3.518386633,0.000158353,0.000264063
572,Q02790,"Peptidyl-prolyl cis-trans isomerase FKBP4;Peptidyl-prolyl cis-trans isomerase FKBP4, N-terminally processed",FKBP4,17.41494676,13.79020335,17.20685264,13.79020335,18.08661341,13.79020335,3.779267585,2.64e-05,4.81e-05
573,Q96LB3,Intraflagellar transport protein 74 homolog,IFT74,17.73619017,13.79020335,18.1105238,13.79020335,16.20725313,13.79020335,3.561119015,0.001158557,0.001779315
574,P38646,"Stress-70 protein, mitochondrial",HSPA9,13.79020335,13.79020335,17.48866478,16.59888891,17.91168301,17.07094535,0.576837844,0.716079236,0.730166041
575,P62910,60S ribosomal protein L32,RPL32,16.4014277,13.79020335,17.07501045,17.90368723,13.79020335,17.45462441,-0.627291163,0.689615628,0.705494935
576,P0DN79;P35520,Cystathionine beta-synthase,CBS,17.43933446,13.79020335,17.4534079,16.09346842,17.21987523,13.79020335,2.812914157,0.010311466,0.01441288
577,P43243,Matrin-3,MATR3,13.79020335,16.62317536,13.79020335,18.3569074,16.33039282,16.74751887,-2.605600706,0.036544113,0.04765291
578,Q9NQ11,Probable cation-transporting ATPase 13A2,ATP13A2,16.92158391,13.79020335,18.66281704,13.79020335,13.79020335,13.79020335,2.667998085,0.09315569,0.105945584
579,P62701;Q8TD47,"40S ribosomal protein S4, X isoform;40S ribosomal protein S4, Y isoform 2",RPS4X;RPS4Y2,13.79020335,16.09452035,15.98613453,17.74590561,16.50103114,17.32848764,-1.630514859,0.121944999,0.135204616
580,Q9NQC3,Reticulon-4,RTN4,17.38093566,13.79020335,17.68115943,13.79020335,17.25240267,13.79020335,3.647962568,1.81e-06,4.14e-06
581,Q9BT25,HAUS augmin-like complex subunit 8,HAUS8,17.95444395,13.79020335,13.79020335,13.79020335,18.21196466,13.79020335,2.862000637,0.078164053,0.093221303
582,Q9BY77,Polymerase delta-interacting protein 3,POLDIP3,16.6789347,18.12676834,16.61968579,16.50891017,13.79020335,16.83940288,-1.46208585,0.192408962,0.20996206
583,Q9UM54,Unconventional myosin-VI,MYO6,13.79020335,13.79020335,18.03029601,13.79020335,17.71029124,13.79020335,2.720060183,0.078417359,0.093221303
584,Q9H6S0,Probable ATP-dependent RNA helicase YTHDC2,YTHDC2,17.29247101,13.79020335,17.37936035,13.79020335,17.32987489,13.79020335,3.543698734,1.8e-07,6.04e-07
585,Q9BVC6,Transmembrane protein 109,TMEM109,18.08148164,13.79020335,17.61680119,13.79020335,13.79020335,13.79020335,2.705958708,0.078983323,0.093221303
586,P35637,RNA-binding protein FUS,FUS,13.79020335,17.96120872,13.79020335,18.07484185,13.79020335,17.97103941,-4.212159979,9.17e-08,3.7e-07
587,Q9ULS5,Transmembrane and coiled-coil domains protein 3,TMCC3,17.58986632,13.79020335,17.32128801,13.79020335,16.97646885,13.79020335,3.505671044,7.25e-06,1.44e-05
588,Q86TG7,Retrotransposon-derived protein PEG10,PEG10,17.43948382,13.79020335,17.24246284,13.79020335,17.13618826,13.79020335,3.482508288,8.33e-07,2.2e-06
589,Q9H000,Probable E3 ubiquitin-protein ligase makorin-2,MKRN2,17.21079141,13.79020335,17.22066416,13.79020335,17.40970114,13.79020335,3.490182219,4.37e-07,1.23e-06
590,Q9NQC7,Ubiquitin carboxyl-terminal hydrolase CYLD,CYLD,13.79020335,13.79020335,17.41087576,13.79020335,18.08290115,13.79020335,2.637790072,0.080278296,0.093507678
591,Q9BZE4,Nucleolar GTP-binding protein 1,GTPBP4,16.48816317,13.79020335,13.79020335,17.66199004,17.14076848,13.79020335,0.725579417,0.646066709,0.663124576
592,Q8NBS9,Thioredoxin domain-containing protein 5,TXNDC5,13.79020335,18.07970826,13.79020335,17.16413996,13.79020335,18.77617814,-4.216472106,0.00019568,0.000323705
593,A2VDJ0,Transmembrane protein 131-like,TMEM131L,17.48053726,13.79020335,17.65945861,13.79020335,13.79020335,13.79020335,2.519863056,0.078182963,0.093221303
594,Q8IWZ3,Ankyrin repeat and KH domain-containing protein 1,ANKHD1,18.23189268,13.79020335,16.52186217,13.79020335,13.79020335,13.79020335,2.391116051,0.096312916,0.108921153
595,O94851,Protein-methionine sulfoxide oxidase MICAL2,MICAL2,17.10781923,13.79020335,17.49022447,13.79020335,15.88375042,13.79020335,3.037061358,0.001062651,0.001637857
596,E7EQ34;O14653,Golgi SNAP receptor complex member 2,GOSR2,17.75092958,13.79020335,17.28947801,13.79020335,13.79020335,13.79020335,2.486666964,0.079251794,0.093361014
597,O15270,Serine palmitoyltransferase 2,SPTLC2,16.94518628,13.79020335,17.40321925,13.79020335,16.38590089,13.79020335,3.121232124,0.00010364,0.000176144
598,P35606,Coatomer subunit beta,COPB2,16.77103766,13.79020335,16.79999827,13.79020335,17.35820661,13.79020335,3.186210828,1.54e-05,2.91e-05
599,P33176,Kinesin-1 heavy chain,KIF5B,17.10108043,13.79020335,16.57579515,13.79020335,17.24026037,13.79020335,3.182175301,1.95e-05,3.6e-05
600,Q9Y4J8,Dystrobrevin alpha,DTNA,16.79295182,13.79020335,17.08373009,13.79020335,16.90333988,13.79020335,3.136470582,1.25e-06,3.07e-06
601,Q9UNZ5,Leydig cell tumor 10 kDa protein homolog,C19orf53,13.79020335,13.79020335,13.79020335,17.95762454,13.79020335,14.87746345,-1.75156043,0.18111841,0.197988841
602,Q8WYP5,Protein ELYS,AHCTF1,13.79020335,13.79020335,17.16231891,13.79020335,17.75650594,13.79020335,2.446139384,0.080151669,0.093507678
603,Q9BQ61,Uncharacterized protein C19orf43,TRIR,16.08338819,13.79020335,17.0104981,13.79020335,17.24942354,13.79020335,2.990899925,0.000291834,0.000473945
604,Q5JSH3,WD repeat-containing protein 44,WDR44,17.22382656,13.79020335,13.79020335,13.79020335,17.71256557,13.79020335,2.451995145,0.079458174,0.093427191
605,Q96T88,E3 ubiquitin-protein ligase UHRF1,UHRF1,13.79020335,17.77161171,13.79020335,16.78495899,13.79020335,18.18093227,-3.788964307,0.000188978,0.000313451
606,Q9P2E9,Ribosome-binding protein 1,RRBP1,17.09397433,13.79020335,16.81965065,13.79020335,16.37087714,13.79020335,2.97129736,3.2e-05,5.83e-05
607,Q9H0J9,Poly [ADP-ribose] polymerase 12,PARP12,13.79020335,13.79020335,17.45989492,13.79020335,17.16426622,13.79020335,2.347918145,0.078657194,0.093221303
608,Q9C0D5,Protein TANC1,TANC1,16.83395716,13.79020335,16.52544915,13.79020335,16.95976536,13.79020335,2.982853871,5.11e-06,1.06e-05
609,P56270,Myc-associated zinc finger protein,MAZ,13.79020335,16.00087863,16.69230182,15.26494037,16.29895967,16.71151332,-0.398622494,0.677733231,0.69448117
610,Q6P1N0,Coiled-coil and C2 domain-containing protein 1A,CC2D1A,17.55866037,13.79020335,13.79020335,13.79020335,17.20417311,13.79020335,2.394142262,0.078849562,0.093221303
611,P33316,"Deoxyuridine 5-triphosphate nucleotidohydrolase, mitochondrial",DUT,13.79020335,17.74181566,16.01120451,15.93918422,13.79020335,17.01477432,-2.368054331,0.034720173,0.045561071
612,P62854,40S ribosomal protein S26,RPS26,13.79020335,17.56636436,13.79020335,16.89607503,13.79020335,17.63648982,-3.576106388,2.08e-05,3.84e-05
613,O95249,Golgi SNAP receptor complex member 1,GOSR1,16.63007878,13.79020335,17.00625073,13.79020335,16.29009706,13.79020335,2.851938837,3.62e-05,6.53e-05
614,Q9H2H9,Sodium-coupled neutral amino acid transporter 1,SLC38A1,13.79020335,13.79020335,16.52119808,13.79020335,17.55961846,13.79020335,2.166803278,0.086424102,0.099547762
615,Q7Z3T8,Zinc finger FYVE domain-containing protein 16,ZFYVE16,13.79020335,13.79020335,16.40981755,13.79020335,17.51500301,13.79020335,2.114804621,0.088013038,0.101003892
616,P84098,60S ribosomal protein L19,RPL19,15.82986716,13.79020335,16.37809496,14.53460782,15.93431289,14.68013302,1.712443607,0.002460247,0.003652205
617,O00401,Neural Wiskott-Aldrich syndrome protein,WASL,13.79020335,13.79020335,13.79020335,17.14099373,13.79020335,15.33377655,-1.631454525,0.121919646,0.135204616
