X,MajorityProteinIDs,ProteinNames,GeneID,DVL3_1,DVL3_2,DVL3_3,DVL3_M_1,DVL3_M_2,DVL3_M_3,DVL3_M_TTLL_1,DVL3_M_TTLL_2,DVL3_M_TTLL_3,DVL3_TTLL_1,DVL3_TTLL_2,DVL3_TTLL_3,logFC_DVL3_TTLL.DVL3,pval_DVL3_TTLL.DVL3,adjpval_DVL3_TTLL.DVL3,logFC_DVL3_M.DVL3,pval_DVL3_M.DVL3,adjpval_DVL3_M.DVL3,logFC_DVL3_M_TTLL.DVL3_TTLL,pval_DVL3_M_TTLL.DVL3_TTLL,adjpval_DVL3_M_TTLL.DVL3_TTLL,logFC_DVL3_M_TTLL.DVL3_M,pval_DVL3_M_TTLL.DVL3_M,adjpval_DVL3_M_TTLL.DVL3_M
1064,Q9H0D6,5-3 exoribonuclease 2,XRN2,21.71797206,21.02639949,20.04670173,NA,21.54341609,22.09320247,20.91851527,22.02498085,21.05430926,20.93360012,21.59743804,22.25571192,0.665225599,0.60762196,0.863789855,-0.802540537,0.537062568,0.899616148,-0.262981568,0.838076611,1,1.204784567,0.360768952,0.914315967
1065,Q9H0S4,Probable ATP-dependent RNA helicase DDX47,DDX47,18.93924445,19.51265758,21.02284076,NA,21.21159818,21.18113471,NA,21.71093248,19.00729869,NA,21.65624535,21.00677843,-0.02162863,0.99066829,1,-0.111725592,0.951829099,1,-0.648264204,0.726888588,0.984339647,-0.558167241,0.763406443,1
1066,Q9H0T7,Ras-related protein Rab-17,RAB17,24.43366102,23.68556069,23.81446993,24.30451526,24.42310959,24.21401127,23.46947846,23.25727842,23.62560135,24.89291961,24.24951208,24.4550035,0.554581185,0.037926765,0.264397249,0.335981496,0.173804315,0.699416417,-1.081692317,0.001117273,0.035838683,-0.863092628,0.004451392,0.309084849
1067,Q9H0U3,Magnesium transporter protein 1,MAGT1,22.56645774,21.52121242,21.10263424,22.97212016,22.25639249,21.91469305,22.70443986,21.38482231,22.11411874,23.21214953,22.62688718,21.86638109,0.838371131,0.143539638,0.448920219,0.6509671,0.244477012,0.75703154,-0.500678966,0.362931713,0.679560994,-0.313274935,0.563341749,1
1068,Q9H2H8,Peptidyl-prolyl cis-trans isomerase-like 3,PPIL3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,1,1,0,1,1,0,1,1
1069,Q9H2U1,ATP-dependent RNA helicase DHX36,DHX36,NA,NA,19.57370973,NA,19.64065638,19.7267776,NA,19.68980545,NA,NA,NA,NA,-0.942292203,0.429793932,0.718813114,1.015630377,0.39616488,0.809807623,0.980990775,0.411810104,0.708562385,-0.976931805,0.413671363,0.943030395
1070,Q9H307,Pinin,PNN,NA,NA,19.50360255,NA,NA,18.61505352,NA,NA,NA,NA,NA,19.86507024,0.12048923,0.909779116,1,-0.296183008,0.781003111,1,-1.039412373,0.341407426,0.664036365,-0.622740135,0.561933359,1
1071,Q9H3K6;H3BVE0,BolA-like protein 2,BOLA2,20.69691857,20.40926802,20.72388036,NA,20.67203266,21.23078552,19.88968091,21.72986111,21.22251124,20.68904916,22.02701348,21.63393531,0.839976996,0.451222127,0.73119026,-1.06013855,0.346387081,0.782865134,-0.502648226,0.648549469,0.915728426,1.39746732,0.223009066,0.866411
1072,Q9H3P7,Golgi resident protein GCP60,ACBD3,NA,NA,20.64735139,NA,20.55810069,20.26570415,20.45814321,20.77669404,20.7276729,20.19355267,20.26550861,20.78324205,2.367095236,0.08558361,0.365409886,1.143206777,0.37434566,0.797908053,0.240068935,0.848630578,1,1.463957394,0.26213288,0.909328605
1073,Q9H3U1,Protein unc-45 homolog A,UNC45A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,1,1,0,1,1,0,1,1
1074,Q9H5H4,Zinc finger protein 768,ZNF768,20.54363726,20.78329854,19.97752872,20.17495087,NA,21.55691578,19.93891422,20.8826259,21.17600122,NA,NA,NA,-3.687988388,0.005828202,0.099877816,-0.941921584,0.379200563,0.79850249,3.919013996,0.004134444,0.075798123,1.172947192,0.279344333,0.909328605
1075,Q9H6R7,WD repeat and coiled-coil-containing protein C2orf44,WDCP,24.50451074,24.41861564,24.45897125,25.17842194,24.56304242,24.07501047,24.52845751,24.07416671,24.57214377,24.78680113,25.18268355,25.1786676,0.588684883,0.05436375,0.302262451,0.144792399,0.598404564,0.944015271,-0.657794761,0.03566637,0.229846098,-0.213902277,0.440917401,0.945866558
1076,Q9H6S0,Probable ATP-dependent RNA helicase YTHDC2,YTHDC2,20.61282031,21.55821962,21.23533432,22.31254274,20.31301679,21.59024032,21.47557617,21.7313056,20.73009812,20.72595042,NA,21.1808546,-1.584245376,0.174744555,0.458563209,0.269808528,0.80714213,1,1.761113919,0.136024486,0.429713716,-0.092939984,0.932879575,1
1077,Q9H7D7,WD repeat-containing protein 26,WDR26,23.10478026,23.60129114,20.73967276,20.3324791,NA,20.52573444,NA,NA,20.08817537,21.19912336,20.12802539,NA,-3.123920761,0.078369778,0.352664,-3.280232499,0.066814275,0.552238217,-1.49738009,0.364944871,0.679560994,-1.341068352,0.414907955,0.943030395
1078,Q9H7E9,UPF0488 protein C8orf33,C8orf33,22.334369,19.97722623,21.73206922,20.75524317,21.74945795,21.20155261,21.81753897,21.62715942,21.56470377,20.41477509,21.75479873,20.37572884,-0.499453931,0.432585604,0.720591998,-0.11247024,0.857251167,1,0.821366501,0.21012011,0.516424867,0.43438281,0.492985421,0.966653232
1079,Q9H871,Protein RMD5 homolog A,RMND5A,18.87185592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.708340935,0.178409933,0.458563209,-0.708340935,0.178409933,0.699416417,0,1,1,0,1,1
1080,Q9H936;Q9H1K4,Mitochondrial glutamate carrier 1;Mitochondrial glutamate carrier 2,SLC25A22;SLC25A18,22.30878563,22.2254992,22.5710509,23.05404415,22.17637105,22.36602856,23.01891149,22.90953466,22.67291353,21.59515824,22.07172671,22.07735091,-0.453699956,0.092551279,0.379522484,0.163702677,0.513145198,0.88422127,0.952374603,0.003502182,0.068456706,0.33497197,0.197608412,0.846155216
1081,Q9H9B4,Sideroflexin-1,SFXN1,NA,18.32249849,NA,NA,NA,21.77830762,21.37133987,NA,21.2363937,NA,19.78785563,NA,0.488452382,0.78303815,0.98628936,1.151936378,0.520354241,0.888048903,2.024348272,0.27035527,0.606119074,1.360864276,0.449801826,0.946210795
1082,Q9H9T3,Elongator complex protein 3,ELP3,NA,NA,NA,NA,NA,19.07585261,NA,NA,NA,NA,19.29730523,NA,0.850157371,0.306672955,0.624833659,0.776339829,0.348141495,0.782865134,-0.850157371,0.306672955,0.639413111,-0.776339829,0.348141495,0.910181204
1083,Q9H9Y6,DNA-directed RNA polymerase I subunit RPA2,POLR1B,21.80793235,22.30585059,22.52978514,21.6216548,21.53081718,22.03892141,21.93221838,21.70855556,22.17992536,21.98616714,21.94957875,21.32056907,-0.462417707,0.105657669,0.400725834,-0.48405823,0.092495455,0.641738154,0.188128111,0.481990936,0.760918012,0.209768634,0.434673211,0.945866558
1084,Q9HA92,"Radical S-adenosyl methionine domain-containing protein 1, mitochondrial",RSAD1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,1,1,0,1,1,0,1,1
1085,Q9HAU0,Pleckstrin homology domain-containing family A member 5,PLEKHA5,20.95465174,21.78045704,20.74843407,NA,20.49460058,19.57697448,19.49177907,21.11961707,21.25569918,23.47165266,22.72952227,23.14655862,1.954730232,0.058048628,0.31573406,-2.221711557,0.035877534,0.404349505,-2.493546071,0.021987721,0.178614535,1.682895718,0.094215151,0.791027875
1086,Q9HAV7,"GrpE protein homolog 1, mitochondrial",GRPEL1,22.71789711,NA,18.32569283,24.50087854,24.45144772,NA,20.0643142,21.67491227,NA,24.36387997,22.12270123,22.43230818,3.709488769,0.156359271,0.458563209,2.636245438,0.299765986,0.775375638,-3.477609929,0.180916352,0.475475538,-2.404366598,0.341747914,0.910181204
1087,Q9HB71,Calcyclin-binding protein,CACYBP,NA,NA,NA,NA,NA,20.55082028,NA,NA,NA,NA,NA,NA,0,1,1,1.267995721,0.176424305,0.699416417,0,1,1,-1.267995721,0.176424305,0.825251889
1088,Q9HC07,Transmembrane protein 165,TMEM165,19.97372482,20.1515207,NA,NA,19.45634824,NA,NA,NA,20.03694458,NA,19.61695659,NA,-1.253818603,0.389343676,0.685047734,-1.307354723,0.370319761,0.797908053,0.139995995,0.921717187,1,0.193532114,0.891967633,1
1089,Q9HC21,Mitochondrial thiamine pyrophosphate carrier,SLC25A19,21.20414235,20.83458645,19.67881148,19.73711832,20.56558357,19.41187003,20.92911705,21.01811099,20.72983325,19.36663182,20.75492011,19.96477308,-0.543738425,0.289491489,0.605778247,-0.667656126,0.200535357,0.718088323,0.863578754,0.107983521,0.377727402,0.987496456,0.071863066,0.779818369
1090,Q9HC36,"rRNA methyltransferase 3, mitochondrial",MRM3,20.44139044,NA,NA,NA,20.65509892,NA,19.79096022,NA,NA,20.89239002,NA,NA,0.150333193,0.930846373,1,0.071236162,0.967193538,1,-0.367143265,0.832344324,1,-0.288046234,0.868019683,1
1091,Q9HC77,Centromere protein J,CENPJ,NA,19.21861674,NA,NA,NA,NA,NA,NA,NA,18.74958269,NA,NA,-0.156344682,0.833431766,1,-0.823927872,0.283893592,0.775375638,-0.667583191,0.379744815,0.689493126,0,1,1
1092,Q9HCC0,"Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial",MCCC2,NA,NA,19.88123203,NA,20.46794944,18.86836217,NA,19.81120822,NA,NA,NA,NA,-1.044799637,0.419317769,0.708873689,0.902748822,0.483163661,0.860498338,1.021458367,0.429392363,0.718141506,-0.926090093,0.472259352,0.951200353
1093,Q9HCE1,Putative helicase MOV-10,MOV10,18.9338022,NA,19.62921601,NA,NA,NA,NA,NA,NA,NA,NA,19.32869317,-0.829163974,0.345382593,0.648908733,-1.68978399,0.073643018,0.561752537,-0.860620016,0.328356499,0.658291635,0,1,1
1094,Q9HCN8,Stromal cell-derived factor 2-like protein 1,SDF2L1,21.11641838,NA,21.32752959,NA,20.33766122,18.15096595,NA,21.75540744,NA,21.6127839,NA,NA,-1.36144365,0.514844035,0.788385348,-1.318440266,0.527887348,0.892414963,0.04754118,0.98162074,1,0.004537797,0.998245522,1
1095,Q9HCS7,Pre-mRNA-splicing factor SYF1,XAB2,21.42521912,21.53718406,20.78453744,19.85736913,20.21187161,20.28117625,19.7544631,20.77393459,20.44257214,19.67067779,20.43968924,20.9545666,-0.894002333,0.042703598,0.276420324,-1.132174547,0.015440206,0.295086616,-0.031321264,0.935656928,1,0.20685095,0.596963352,1
1096,Q9HCU5,Prolactin regulatory element-binding protein,PREB,NA,19.99463463,20.99259166,20.21379929,19.46167666,18.94433191,21.01430549,21.05872412,21.18607261,19.79757296,19.89458924,21.73693005,1.231677612,0.251518451,0.566936184,0.295249483,0.775322524,1,0.61000332,0.558507145,0.833686281,1.546431449,0.158570014,0.825251889
1097,Q9HDC5,Junctophilin-1,JPH1,19.27678809,18.92717813,19.05594039,NA,NA,20.53434391,NA,18.93875135,21.16852672,21.56866541,21.94634448,NA,1.000645466,0.563596885,0.828162444,-1.077298823,0.53475127,0.899158386,-1.13591061,0.513298976,0.792761752,0.942033678,0.586238772,1
1098,Q9NNW5,WD repeat-containing protein 6,WDR6,22.20940356,23.27886964,23.05341228,22.45055071,21.52494937,22.5811642,21.21384663,21.34897555,22.45252419,23.70392676,22.04728317,21.84844204,-0.314011172,0.599893736,0.85935558,-0.661673736,0.281959257,0.775375638,-0.8614352,0.170725453,0.47206108,-0.513772636,0.397109095,0.929880437
1099,Q9NP97;Q8TF09,Dynein light chain roadblock-type 1;Dynein light chain roadblock-type 2,DYNLRB1;DYNLRB2,20.55379062,21.43614428,22.57316603,21.09971584,22.18630253,21.2906043,22.83937039,22.64610071,21.87309363,20.42958968,20.12440873,23.01182264,-0.332426623,0.687317188,0.922568457,0.004507249,0.995624372,1,1.264247892,0.149046522,0.44821442,0.927314021,0.276466028,0.909328605
1100,Q9NPD3,Exosome complex component RRP41,EXOSC4,21.78492106,22.09318705,21.89826313,21.67106023,22.62579895,21.88695589,21.61287578,22.07349827,21.79975212,21.01993694,21.71653108,20.82964789,-0.736751775,0.035019462,0.25770204,0.135814611,0.656913058,0.989271139,0.640003418,0.059432065,0.292340828,-0.232562968,0.451968983,0.947090784
1101,Q9NPF4,Probable tRNA N6-adenosine threonylcarbamoyltransferase,OSGEP,NA,19.40854583,19.92071605,NA,NA,19.45955531,20.46548561,20.01757064,20.38852518,19.2721353,18.69482496,19.51298197,0.467949079,0.626422328,0.877253842,-1.040957816,0.291744164,0.775375638,1.1305464,0.254895374,0.582950847,2.639453294,0.019873976,0.528986039
1102,Q9NQ29,Putative RNA-binding protein Luc7-like 1,LUC7L,20.54429879,NA,20.04549438,NA,20.70506032,19.27258385,19.84507289,NA,19.59246776,NA,19.21265087,NA,-1.543436395,0.308460027,0.626434244,-0.204049666,0.889543709,1,1.159352221,0.43816553,0.723159345,-0.180034508,0.902461853,1
1103,Q9NQT4,Exosome complex component RRP46,EXOSC5,20.9521357,NA,NA,NA,20.2677159,21.08912234,21.63875239,21.42479724,20.50249049,NA,NA,NA,-1.401767525,0.321501213,0.636389269,1.219289807,0.385183088,0.800438609,4.441846921,0.009212103,0.111886808,1.820789588,0.206390197,0.849322817
1104,Q9NQT5,Exosome complex component RRP40,EXOSC3,20.73918462,20.98926342,21.15954312,21.51039172,21.39439246,20.79923529,21.69337615,21.15706608,21.45933104,20.89848951,21.01435868,21.86420727,0.296354768,0.340329484,0.64782515,0.272009436,0.379478901,0.79850249,0.177572601,0.560989559,0.834185796,0.201917932,0.509802053,0.978163142
1105,Q9NR12,PDZ and LIM domain protein 7,PDLIM7,22.59693596,22.40690326,21.41635354,21.23721403,20.57792834,21.11554401,21.02425594,19.95681383,19.66879483,22.78108041,22.46259232,21.62015945,0.147879805,0.758496652,0.976345723,-1.163168792,0.034943081,0.404349505,-2.071322527,0.001753558,0.0447694,-0.760273931,0.138427528,0.825251889
1106,Q9NR30,Nucleolar RNA helicase 2,DDX21,25.79523872,25.78385318,26.1593552,26.15421329,26.16922595,25.89446163,25.89211818,26.06477726,26.08434978,25.05904134,25.54344953,25.90038593,-0.411856765,0.079814352,0.355865325,0.159817923,0.462045106,0.846293451,0.512789473,0.036512582,0.233047143,-0.058885216,0.783439657,1
1107,Q9NR33,DNA polymerase epsilon subunit 4,POLE4,NA,NA,NA,NA,NA,NA,NA,19.32295767,19.05531475,NA,NA,NA,0,1,1,0,1,1,1.628202058,0.017645924,0.165161894,1.628202058,0.017645924,0.528986039
1108,Q9NR56;Q9NUK0;Q5VZF2,Muscleblind-like protein 1;Muscleblind-like protein 3;Muscleblind-like protein 2,MBNL1;MBNL3;MBNL2,18.74434673,19.56246992,NA,NA,19.96719814,20.24760112,19.50496901,20.14643168,19.93364548,19.52827997,19.14283407,NA,0.121432464,0.916613606,1,0.635994201,0.586671762,0.937326149,1.389033003,0.24989375,0.575722066,0.874471266,0.458230784,0.950657895
1109,Q9NRL3,Striatin-4,STRN4,21.56590293,19.1869729,22.1678544,19.71737804,19.34945829,20.73312349,22.68635633,22.63066954,22.88802642,NA,NA,19.60241558,-3.274882803,0.007236148,0.116056684,-1.040256805,0.297780897,0.775375638,5.036323489,0.000511,0.023528499,2.801697491,0.015965283,0.528986039
1110,Q9NRX1,RNA-binding protein PNO1,PNO1,NA,NA,NA,NA,19.02936319,NA,NA,NA,NA,NA,19.27222556,NA,0.84179748,0.304598649,0.621619754,0.760843358,0.350755493,0.782865134,-0.84179748,0.304598649,0.63827958,-0.760843358,0.350755493,0.910181204
1111,Q9NSD9,Phenylalanine--tRNA ligase beta subunit,FARSB,19.3233369,NA,NA,NA,18.85477573,NA,NA,NA,NA,NA,NA,NA,-0.858834593,0.285503471,0.60230159,-0.156187055,0.840812021,1,0,1,1,-0.702647538,0.376958832,0.919250484
1112,Q9NSE4,"Isoleucine--tRNA ligase, mitochondrial",IARS2,20.35972454,20.0396569,20.77464116,NA,20.55194255,22.07904012,19.88291103,20.45001776,NA,19.31547186,21.14937607,18.79493542,-0.638079747,0.664756068,0.900985744,-0.598735603,0.68407516,1,-0.726673814,0.622220681,0.890846762,-0.766017958,0.603785556,1
1113,Q9NTJ3,Structural maintenance of chromosomes protein 4,SMC4,22.82772183,22.54450071,22.76087646,22.41336844,22.85970773,22.92931151,22.47016862,22.07530601,22.36694423,23.22131918,22.83756312,22.92175335,0.282512218,0.146997736,0.452708398,0.023096225,0.899402901,1,-0.689405597,0.003950605,0.075401738,-0.429989604,0.039298775,0.735576323
1114,Q9NTK5,Obg-like ATPase 1,OLA1,NA,NA,NA,NA,NA,19.45215345,NA,18.90158274,NA,NA,18.83180532,NA,0.694990733,0.4674482,0.747164581,0.901773443,0.350806121,0.782865134,0.023259139,0.980286514,1,-0.18352357,0.845588707,1
1115,Q9NUL3,Double-stranded RNA-binding protein Staufen homolog 2,STAU2,20.90970416,21.45906088,20.35702078,20.68336056,NA,NA,21.00342656,20.89701302,20.15353231,NA,NA,20.86488966,-2.789076639,0.06471462,0.328455283,-2.849586339,0.060118325,0.533390249,2.565138661,0.084863244,0.338101649,2.625648361,0.078892865,0.791027875
1116,Q9NUQ6,SPATS2-like protein,SPATS2L,NA,19.19179862,NA,NA,NA,NA,NA,NA,19.48626803,NA,20.23938522,NA,0.349195534,0.767927879,0.982288115,-0.8149885,0.495938691,0.860498338,-0.251039063,0.831788511,1,0.913144971,0.447105255,0.945866558
1117,Q9NUU7;Q9UMR2,ATP-dependent RNA helicase DDX19A;ATP-dependent RNA helicase DDX19B,DDX19A;DDX19B,21.01092794,NA,21.09431255,20.46254525,NA,19.68868206,NA,19.74513118,NA,NA,NA,21.53691888,-1.273829494,0.493170461,0.771044254,-0.651337725,0.72328626,1,-0.597262568,0.745280129,0.996095557,-1.219754337,0.511217504,0.978191325
1118,Q9NVH0,Exonuclease 3-5 domain-containing protein 2,EXD2,21.54174978,19.17632002,20.72406156,NA,18.92865222,21.25136968,NA,20.0811427,NA,21.23881997,21.73192775,NA,-0.574850173,0.736021944,0.958346687,-1.505092113,0.386606854,0.801205092,-2.047590635,0.247376947,0.575136824,-1.117348695,0.516209306,0.978851059
1119,Q9NVI7,ATPase family AAA domain-containing protein 3A,ATAD3A,27.62403969,27.98454688,28.28339536,26.71160658,26.52756386,27.31774208,26.9657487,26.83381214,27.34797143,27.78192771,27.82448969,28.04932658,-0.078745982,0.756320307,0.976345723,-1.1116898,0.00157356,0.07993284,-0.836070569,0.008266494,0.105580056,0.196873248,0.444613029,0.945866558
1120,Q9NVK5,FGFR1 oncogene partner 2,FGFR1OP2,21.21735904,NA,NA,NA,20.22081485,23.22675386,22.10955154,21.99813806,22.82985069,19.49038054,20.12606827,21.65907214,2.188165222,0.228832991,0.536431614,1.827792181,0.308662724,0.775375638,1.887339781,0.294121355,0.628797069,2.247712821,0.217454253,0.86064992
1121,Q9NVP1,ATP-dependent RNA helicase DDX18,DDX18,19.35794509,19.93907635,20.10001831,NA,20.40054834,21.58695767,NA,20.01036787,19.69551591,NA,20.92793216,20.30780416,-0.471490104,0.762158442,0.978911921,-0.220900211,0.887000527,1,-0.509950847,0.743529672,0.995287451,-0.76054074,0.626925709,1
1122,Q9NVR7,TBCC domain-containing protein 1,TBCCD1,22.1054982,19.10140261,NA,19.21461042,NA,19.04844981,19.34510677,NA,19.96160102,22.73300118,20.45735495,NA,0.661151773,0.722413943,0.946579391,-0.981280193,0.599678254,0.944746894,-1.294549448,0.491282169,0.766326676,0.347882518,0.85132327,1
1123,Q9NW13,RNA-binding protein 28,RBM28,20.90918743,NA,19.59308489,NA,19.64532552,20.726114,NA,19.6620097,NA,NA,NA,NA,-2.33620203,0.115033038,0.42322155,-0.043610937,0.974662869,1,0.971725527,0.485575302,0.760918012,-1.320865566,0.348923764,0.910181204
1124,Q9NWU2,Glucose-induced degradation protein 8 homolog,GID8,20.74746921,21.40495517,21.55113584,NA,18.22114591,19.93854425,NA,NA,NA,NA,NA,NA,-4.487686954,8.31E-05,0.007394662,-2.932345645,0.001597379,0.07993284,0,1,1,-1.555341309,0.041294868,0.735576323
1125,Q9NX20,"39S ribosomal protein L16, mitochondrial",MRPL16,NA,NA,NA,NA,19.53417555,19.91565325,NA,NA,NA,NA,NA,NA,0,1,1,1.98538752,0.017629229,0.298292655,0,1,1,-1.98538752,0.017629229,0.528986039
1126,Q9NX58,Cell growth-regulating nucleolar protein,LYAR,19.98380804,21.07592883,19.60385661,NA,20.76959873,20.83977759,20.35894468,22.29276186,21.97498555,NA,20.29972561,NA,-2.290067211,0.118093527,0.42322155,-0.769128015,0.575079339,0.925899939,3.611100083,0.023770665,0.183562356,2.090160887,0.149109227,0.825251889
1127,Q9NX63,MICOS complex subunit MIC19,CHCHD3,21.42909723,22.21780984,21.99698182,22.18821672,20.4145124,20.41247972,22.7988975,21.74545358,22.51302798,21.27841541,22.22977226,22.08438716,-0.017104684,0.974737287,1,-0.876226683,0.130528475,0.699416417,0.488268073,0.377309148,0.688670677,1.347390071,0.031133525,0.701784874
1128,Q9NXR1,Nuclear distribution protein nudE homolog 1,NDE1,23.50584362,21.8741516,20.70609113,22.99018128,20.64337113,22.14184147,23.08602793,22.31825174,22.55962551,22.97405028,19.8321144,18.23962406,-1.680099208,0.195573379,0.479729995,-0.10356416,0.933087703,1,2.306038815,0.087574928,0.345603265,0.729503767,0.558247697,1
1129,Q9NXS2,Glutaminyl-peptide cyclotransferase-like protein,QPCTL,23.5440091,23.26874792,23.26311521,22.94912895,22.8873552,23.60949501,23.21490219,23.12446126,23.29973925,23.31302064,23.00602479,23.49967039,-0.085718803,0.688188569,0.922748016,-0.209964357,0.33681436,0.782865134,-0.059871042,0.778712463,1,0.064374512,0.762635252,1
1130,Q9NXW2,DnaJ homolog subfamily B member 12,DNAJB12,20.81095657,20.21693247,21.73406784,NA,19.99929314,19.88732954,21.00132834,20.39586164,NA,NA,NA,20.74588546,-2.840801727,0.091555543,0.379522484,-2.042833691,0.206929856,0.731735786,1.301490467,0.408308175,0.708451493,0.503522431,0.744755764,1
1131,Q9NY12,H/ACA ribonucleoprotein complex subunit 1,GAR1,20.05341196,NA,19.8759668,NA,20.11027355,20.56684753,20.88782231,21.15249424,20.97105786,NA,NA,NA,-2.145237506,0.083348522,0.360316902,0.249247441,0.825516664,1,4.256958349,0.003978029,0.075401738,1.862473402,0.124949122,0.825251889
1132,Q9NY93,Probable ATP-dependent RNA helicase DDX56,DDX56,21.16838854,20.95407112,19.744229,18.60620585,20.8350014,21.15224235,21.14685426,19.32578733,20.54698378,NA,NA,NA,-3.875396434,0.000505,0.022576591,-0.424413017,0.571433178,0.922403748,3.593042004,0.000842,0.030262994,0.142058586,0.848476292,1
1133,Q9NYF8,Bcl-2-associated transcription factor 1,BCLAF1,20.65094339,20.10170899,20.27508426,NA,19.20247844,21.02364767,19.66659569,20.40146736,NA,NA,NA,NA,-3.595745762,0.012034766,0.161146619,-1.351592468,0.266228814,0.775375638,2.191465602,0.087297869,0.345600107,-0.052687691,0.964106357,1
1134,Q9NYZ3,G2 and S phase-expressed protein 1,GTSE1,NA,NA,19.59844715,NA,NA,19.35769744,NA,NA,NA,NA,NA,20.7160666,0.372539818,0.773338272,0.984710177,-0.080249904,0.950411985,1,-1.323077829,0.319727435,0.65352017,-0.870288107,0.505713266,0.97480323
1135,Q9NZ01,Very-long-chain enoyl-CoA reductase,TECR,23.38652752,22.71899084,23.13945086,23.77931704,23.16244398,22.89673013,23.97179805,23.23991201,22.83102128,23.50098955,22.78428852,23.38248559,0.140931478,0.701075165,0.931617571,0.197840644,0.591549468,0.940315609,0.124989225,0.733278795,0.988129888,0.068080059,0.852390968,1
1136,Q9NZB2,Constitutive coactivator of PPAR-gamma-like protein 1,FAM120A,20.46687666,NA,NA,NA,20.0600537,18.760832,NA,20.63982088,NA,19.82448489,21.18300994,20.01515177,2.354034565,0.131076954,0.434887506,0.535725308,0.713545068,1,-2.296386494,0.139571194,0.435420357,-0.478077236,0.743012726,1
1137,Q9NZI8,Insulin-like growth factor 2 mRNA-binding protein 1,IGF2BP1,25.85171972,26.20243524,26.21217947,26.45579973,26.26441484,26.14808762,26.22237436,26.11274584,26.30126743,25.6469435,25.79543884,26.46682423,-0.119042619,0.585711897,0.848955683,0.200655918,0.365840159,0.797908053,0.242393688,0.279826174,0.618855343,-0.077304849,0.722000789,1
1138,Q9NZL4,Hsp70-binding protein 1,HSPBP1,18.64673906,NA,NA,NA,NA,19.77717097,NA,NA,NA,NA,19.26733626,19.84409075,1.239284944,0.263091173,0.577415891,0.376810638,0.724690681,1,-1.872586925,0.105224233,0.377727402,-1.010112619,0.355778264,0.910181204
1139,Q9NZT1,Calmodulin-like protein 5,CALML5,26.39619912,23.92127316,18.71927438,NA,NA,18.66750819,NA,NA,24.37322233,NA,18.92649356,23.34477889,-3.33954703,0.247229144,0.563802437,-5.625190743,0.067306397,0.552238217,-0.383739,0.889904688,1,1.901904712,0.498400372,0.967433696
1140,Q9P031,Thyroid transcription factor 1-associated protein 26,CCDC59,19.18784714,NA,18.76310068,NA,20.04406175,20.10778397,NA,NA,18.4829835,NA,17.90697147,19.1003065,-0.314556617,0.780424357,0.98628936,0.733632631,0.519853528,0.888048903,-0.592487116,0.601676447,0.872186831,-1.640676364,0.16904995,0.825251889
1141,Q9P032,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 4,NDUFAF4,19.14787268,19.12101641,21.24838738,NA,19.19442139,19.40311382,19.90561578,21.91889768,21.26247873,NA,20.6882715,NA,-1.778446245,0.184351046,0.463098712,-1.390969382,0.28957585,0.775375638,2.968351485,0.040365634,0.241458468,2.580874622,0.066978032,0.779818369
1142,Q9P0J0;E7ENQ6,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13,NDUFA13,22.76896638,22.23535715,22.63480597,22.93437489,19.28759652,21.63878321,21.49233327,22.47660468,22.96989725,21.1376935,22.2296159,23.33231824,-0.313167287,0.736187983,0.958346687,-1.259458291,0.196404528,0.718088323,0.079735855,0.931422806,1,1.02602686,0.284775608,0.909328605
1143,Q9P0L2,Serine/threonine-protein kinase MARK1,MARK1,19.52117802,19.71487257,19.41400164,NA,NA,NA,NA,19.0031508,19.27729249,NA,20.95989368,20.20341698,-0.246636148,0.817545962,1,-2.80318429,0.025016261,0.336509062,-0.960955792,0.379167969,0.689446408,1.59559235,0.159490614,0.825251889
1144,Q9P0U1,Mitochondrial import receptor subunit TOM7 homolog,TOMM7,NA,19.60733823,NA,20.16499803,NA,19.67385046,NA,NA,20.08666142,NA,NA,20.29304628,0.228569351,0.879881983,1,1.161559047,0.450052514,0.836914914,-0.068794952,0.963698961,1,-1.001784649,0.512944452,0.978191325
1145,Q9P258,Protein RCC2,RCC2,23.9287937,23.82286668,24.29441029,24.06223542,24.22566151,24.48498742,24.20739151,24.200944,23.70681053,24.23759625,24.46132441,23.62790602,0.093585336,0.713733393,0.937899658,0.242271225,0.352951806,0.785663184,-0.07056021,0.781723908,1,-0.2192461,0.398414,0.929880437
1146,Q9P2D3,HEAT repeat-containing protein 5B,HEATR5B,18.83488945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.696018776,0.178512739,0.458563209,-0.696018776,0.178512739,0.699416417,0,1,1,0,1,1
1147,Q9P2E9,Ribosome-binding protein 1,RRBP1,23.12996806,22.78280957,23.36427918,22.64962676,23.52631302,23.49127016,23.69137959,23.14764856,23.42739856,22.84130077,22.84562046,23.61379228,0.007885568,0.980267438,1,0.130051046,0.684817099,1,0.321904399,0.326789618,0.657101605,0.199738921,0.535729925,0.990845443
